"Vintage","Offset Credit Serial Numbers","Quantity of Offset Credits","Status Effective","Project ID","Project Name","Project Type","Protocol Version","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","CORSIA Eligible","Account Holder","Retirement Reason","Retirement Reason Details",
"2007","CAR-1-US-102-1-102-CA-2007-201-29384 to 29387","4","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Real Change POSTI Aug 2019",
"2007","CAR-1-US-102-1-102-CA-2007-201-37543 to 37592","50","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler June 2019:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-201-44199 to 50598","6400","05/22/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","3Degrees Group, Inc","On Behalf of Third Party","Transaction Reference 12295",
"2007","CAR-1-US-102-1-102-CA-2007-2027-2473 to 8141","5669","04/09/2018","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of C&S",
"2007","CAR-1-US-102-1-102-CA-2007-201-17244 to 18393","1150","03/21/2017","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of Lundberg Family Farms",
"2007","CAR-1-US-102-1-102-CA-2007-2027-15014 to 22889","7876","06/25/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of BlackRock, Inc",
"2007","CAR-1-US-102-1-102-CA-2007-201-25005 to 29171","4167","04/04/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Retired on behalf of Fifth Generation",
"2007","CAR-1-US-102-1-102-CA-2007-201-83025 to 84385","1361","06/25/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of BlackRock, Inc",
"2007","CAR-1-US-102-1-102-CA-2007-201-39918 to 40624","707","07/18/2019","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of World Surfer League",
"2007","CAR-1-US-102-1-102-CA-2007-201-29388 to 29397","10","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Haley& Aldridge AGG The Good Traveler:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-201-29398 to 29417","20","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Airports at Work , The Good Traveler:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-201-37593 to 37602","10","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Alaska Airlines Event travel:The Good Traveler",
"2007","CAR-1-US-102-1-102-CA-2007-201-37603 to 37662","60","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","C&S Engineering Air Travel The Good Traveler:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-201-38359 to 38388","30","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Skoll Foundation business travel 2018-2019",
"2007","CAR-1-US-102-1-102-CA-2007-201-29334 to 29383","50","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Oracle OpenWorld 2019",
"2007","CAR-1-US-102-1-102-CA-2007-201-38048 to 38103","56","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler,Sept 2019:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-201-38104 to 38183","80","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler: Aug2019:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-201-38184 to 38283","100","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler:Dec 2019:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-201-38284 to 38358","75","04/06/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler:Jan2020:RMI",
"2007","CAR-1-US-102-1-102-CA-2007-2027-8142 to 13502","5361","07/22/2019","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of BlackRock, Inc",
"2007","CAR-1-US-102-1-102-CA-2007-2027-2251 to 2472","222","01/25/2018","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of SFI",
"2007","CAR-1-US-102-1-102-CA-2007-201-43641 to 44198","558","05/22/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","3Degrees Group, Inc","On Behalf of Third Party","Transaction Reference 13539",
"2007","CAR-1-US-396-5-169-ID-2007-204-11201 to 11315","115","01/30/2018","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","Carbon Financial Services Pty Ltd","Retirement for Person or Organization","Retired against Delta 2016 Emissions Inventory",
"2007","CAR-1-US-396-5-169-ID-2007-204-13324 to 13431","108","11/19/2013","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","Natural Capital Partners","On Behalf of Third Party","Retirement on behalf of clients for 2012",
"2007","CAR-1-US-396-5-169-ID-2007-204-12017 to 13323","1307","11/19/2013","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","Natural Capital Partners","On Behalf of Third Party","Retirement on behalf of clients for 2011 and prior",
"2007","CAR-1-US-396-5-169-ID-2007-204-11550 to 12016","467","04/10/2012","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","Natural Capital Partners","Other","Retirement on behalf clients - 2011",
"2007","CAR-1-US-396-5-169-ID-2007-204-14102 to 14126","25","05/04/2018","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","ClimateCare Limited","Environmental Benefit","Retired by ClimateCare to offset L.E.K. Consulting LLC global emissions for 2017",
"2007","CAR-1-US-396-5-169-ID-2007-204-14032 to 14101","70","05/20/2011","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","EcoSecurities International Limited","Environmental Benefit","Ecosecurities 2010 offsetting",
"2007","CAR-1-US-396-5-169-ID-2007-204-1 to 200","200","09/21/2009","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","EcoSecurities International Limited","Retirement for Person or Organization","Retirement on behlaf of NW Natural",
"2007","CAR-1-US-396-5-169-ID-2007-204-13547 to 14031","485","05/20/2011","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","EcoSecurities International Limited","On Behalf of Third Party","Ecosecurities retires as per its internal registry",
"2007","CAR-1-US-396-5-169-ID-2007-204-201 to 11200","11000","09/11/2017","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","The Newhall Land and Farming Company, LLC","Compliance Requirements","CEQA Mit Measure 4.23-10",
"2007","CAR-1-US-396-5-169-ID-2007-204-13432 to 13546","115","01/08/2010","CAR396","Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Livestock Gas Capture/Combustion","Version 1.0","Rupert","IDAHO","US","","No","EcoSecurities International Limited","Retirement for Person or Organization","On behalf of 2009 LOTOJA  CLASSIS bike race",
"2007","CAR-1-US-646-25-418-ME-2007-1373-1 to 4700","4700","07/15/2014","CAR646","Katahdin Iron Works Ecological Reserve","Improved Forest Management","Version 3.2","Piscataquis County, Maine; east of Greenville","MAINE","US","","No","The Climate Trust","Compliance Requirements","Retired on behalf of ANP Bellingham and Blackstone",
"2007","CAR-1-US-590-25-157-CA-2007-339-1 to 7552","7552","08/27/2010","CAR590","Lompico Forest Carbon Project","Improved Forest Management","Version 3.1","Santa Cruz County","CALIFORNIA","US","","No","Pacific Gas & Electric Company","Retail Program Requirements","Retired on behalf of ClimateSmart customers",
"2007","CAR-1-US-454-4-264-FL-2007-304-1 to 16305","16305","01/04/2011","CAR454","New River Regional Landfill","Landfill Gas Capture/Combustion","Version 2.0","Raiford, Union County","FLORIDA","US","","No","New River Solid Waste Association","On Behalf of Third Party","",
"2007","CAR-1-US-516-4-336-KS-2007-376-1 to 11406","11406","01/20/2011","CAR516","Resource Recovery Landfill","Landfill Gas Capture/Combustion","Version 2.1","Cherryvale","KANSAS","US","","No","Element Markets, LLC","On Behalf of Third Party","",
"2007","CAR-1-US-514-4-333-OK-2007-367-1 to 12640","12640","01/20/2011","CAR514","Stillwater Sanitary Landfill","Landfill Gas Capture/Combustion","Version 2.1","Stillwater","OKLAHOMA","US","","No","VLF1, LLC","On Behalf of Third Party","",
"2007","CAR-1-US-101-1-101-CA-2007-202-30096 to 30100","5","04/30/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Green Mountain Energy","Environmental Benefit","RY2013– C3 - Lolla Event Offset",
"2007","CAR-1-US-101-1-101-CA-2007-202-30101 to 30180","80","01/06/2012","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","Environmental Benefit","2011 U.S. Capitol Christmas Tree Project",
"2007","CAR-1-US-101-1-101-CA-2007-202-30001 to 30095","95","09/07/2010","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Green Mountain Energy","Environmental Benefit","San Diego Padres",
"2007","CAR-1-US-101-1-101-CA-2007-202-30181 to 31180","1000","05/21/2014","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","The Eco Products Fund, L.P.","On Behalf of Third Party","CH2M Hill",
"2007","CAR-1-US-101-1-101-CA-2007-1581-9138 to 9169","32","01/02/2015","CAR101","The van Eck Forest","Conservation-Based Forest Management","Version 2.1","Humboldt County","CALIFORNIA","US","","No","Fred M Van Eck Forest Foundation for Purdue University","On Behalf of Third Party","California Environmental Associates",
"2006","CAR-1-US-935-25-152-CA-2006-919-3 to 2573","2571","04/04/2019","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Callective Energy","Other","Green-e Climate RY2018",
"2006","CAR-1-US-935-25-152-CA-2006-919-1 to 1","1","04/20/2016","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Janet Napolitano",
"2006","CAR-1-US-935-25-152-CA-2006-919-2 to 2","1","04/20/2016","CAR935","Arcata City Forest Barnum Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Glenda Humiston",
"2006","CAR-1-US-575-25-152-CA-2006-915-1888 to 2518","631","07/08/2016","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","on behalf of 2015 TerraPass Customers",
"2006","CAR-1-US-575-25-152-CA-2006-915-2519 to 2584","66","05/13/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2017 TerraPass - Online Sales",
"2006","CAR-1-US-575-25-152-CA-2006-915-21823 to 21825","3","08/16/2016","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","Offsets associated with tree removal 156-205-TRP",
"2006","CAR-1-US-575-25-152-CA-2006-915-21826 to 21836","11","01/02/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Nancy Ihara",
"2006","CAR-1-US-575-25-152-CA-2006-915-251 to 291","41","08/03/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2014 TerraPass Fahr/TS/Next Gen Customer Retiremen",
"2006","CAR-1-US-575-25-152-CA-2006-915-21920 to 22041","122","02/02/2021","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Natural Capital Partners","On Behalf of Third Party","",
"2006","CAR-1-US-575-25-152-CA-2006-915-21863 to 21864","2","12/12/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Ray Nelson",
"2006","CAR-1-US-575-25-152-CA-2006-915-21875 to 21894","20","01/31/2019","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On Behalf of Jane Wilson",
"2006","CAR-1-US-575-25-152-CA-2006-915-21865 to 21874","10","12/19/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Elliott Dabill",
"2006","CAR-1-US-575-25-152-CA-2006-915-6251 to 6265","15","08/13/2014","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Bret Harvey",
"2006","CAR-1-US-575-25-152-CA-2006-915-21837 to 21856","20","01/26/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","on behalf of Wilson Family Trust",
"2006","CAR-1-US-575-25-152-CA-2006-915-2585 to 2628","44","05/13/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2017 Terrapass - Commercial Sales",
"2006","CAR-1-US-575-25-152-CA-2006-915-2629 to 2638","10","05/13/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2017 Terrapass - Commercial Sales",
"2006","CAR-1-US-575-25-152-CA-2006-915-2639 to 3019","381","05/13/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2017 Terrapass - Ucapture LLC",
"2006","CAR-1-US-575-25-152-CA-2006-915-3020 to 3889","870","04/02/2020","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","Terrapass voluntary 2018 - Commercial Sales",
"2006","CAR-1-US-575-25-152-CA-2006-915-6686 to 6688","3","09/15/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Earth Map Photo",
"2006","CAR-1-US-575-25-152-CA-2006-915-1228 to 1527","300","08/03/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2014 CFM Customer Retirements",
"2006","CAR-1-US-575-25-152-CA-2006-915-6689 to 6698","10","10/05/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","William Grady Travel offsets",
"2006","CAR-1-US-575-25-152-CA-2006-915-21857 to 21858","2","06/22/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","",
"2006","CAR-1-US-575-25-152-CA-2006-915-21859 to 21862","4","11/10/2018","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Nancy Marie-- Eureka, Ca.",
"2006","CAR-1-US-575-25-152-CA-2006-915-22066 to 22075","10","03/27/2019","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Elliot Dabill",
"2006","CAR-1-US-575-25-152-CA-2006-915-22042 to 22065","24","12/08/2017","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","",
"2006","CAR-1-US-575-25-152-CA-2006-915-22852 to 23274","423","02/02/2021","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Natural Capital Partners","On Behalf of Third Party","",
"2006","CAR-1-US-575-25-152-CA-2006-915-21915 to 21919","5","12/18/2019","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On Behalf of Morgan King- travel",
"2006","CAR-1-US-575-25-152-CA-2006-915-6266 to 6268","3","09/25/2014","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Sandy Scott in honor of Alex Stillman",
"2006","CAR-1-US-575-25-152-CA-2006-915-6269 to 6269","1","10/18/2014","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Yana Valachovic",
"2006","CAR-1-US-575-25-152-CA-2006-915-6270 to 6270","1","12/18/2014","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Beth and Conrad Mukai",
"2006","CAR-1-US-575-25-152-CA-2006-915-239 to 250","12","07/18/2014","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of The Humboldt California Association",
"2006","CAR-1-US-575-25-152-CA-2006-915-238 to 238","1","06/01/2014","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Sean Robertson",
"2006","CAR-1-US-575-25-152-CA-2006-915-237 to 237","1","06/01/2014","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Rich Self",
"2006","CAR-1-US-575-25-152-CA-2006-915-22076 to 22078","3","03/27/2019","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Roger Tuan",
"2006","CAR-1-US-575-25-152-CA-2006-915-22079 to 22084","6","12/30/2019","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Sachiyo Aoyama",
"2006","CAR-1-US-575-25-152-CA-2006-915-21895 to 21914","20","11/26/2019","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Aldaron Laird  for air travel to Hawaii",
"2006","CAR-1-US-575-25-152-CA-2006-915-475 to 1202","728","08/03/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2014 TerraPass One Beneficial Bank Customer Retire",
"2006","CAR-1-US-575-25-152-CA-2006-915-1203 to 1227","25","08/03/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2014 Terrapass Real Change Customer Retirements",
"2006","CAR-1-US-575-25-152-CA-2006-915-1712 to 1887","176","07/08/2016","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","on behalf of 2015 TerraPass Customers",
"2006","CAR-1-US-575-25-152-CA-2006-915-6699 to 21698","15000","04/11/2017","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Callective Energy","Other","Green-e Climate RY2016 Sales",
"2006","CAR-1-US-575-25-152-CA-2006-915-1672 to 1711","40","08/04/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2014 TerraPass Real Change Customer Retirements",
"2006","CAR-1-US-575-25-152-CA-2006-915-292 to 474","183","08/03/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2014 TerraPass Online Customer Retirements",
"2006","CAR-1-US-575-25-152-CA-2006-915-1528 to 1671","144","08/04/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2014 TerraPass Online Customer Retirements",
"2006","CAR-1-US-575-25-152-CA-2006-915-6396 to 6685","290","08/14/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Humboldt Patient Resources Center",
"2006","CAR-1-US-575-25-152-CA-2006-915-6271 to 6271","1","04/29/2015","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of Mark Lovelace for travel offsets",
"2006","CAR-1-US-439-4-234-TX-2006-241-1 to 44313","44313","06/16/2015","CAR439","Bluesource - Camelot Landfill","Landfill Gas Capture/Combustion","Version 2.0","Lewisville","TEXAS","US","","No","CE2 Carbon Capital LLC","On Behalf of Third Party","Retired on behalf of Turner Real Estate Investment",
"2006","CAR-1-US-515-4-334-OK-2006-442-1 to 82","82","01/30/2013","CAR515","Canadian Valley Landfill","Landfill Gas Capture/Combustion","Version 2.1","Shawnee","OKLAHOMA","US","","No","Element Markets, LLC","On Behalf of Third Party","Retirement on behalf of CenterPoint Energy",
"2006","CAR-1-US-515-4-334-OK-2006-442-5766 to 6011","246","01/08/2014","CAR515","Canadian Valley Landfill","Landfill Gas Capture/Combustion","Version 2.1","Shawnee","OKLAHOMA","US","","No","Element Markets, LLC","On Behalf of Third Party","Retirement on behalf of CenterPoint Energy",
"2006","CAR-1-US-515-4-334-OK-2006-442-8738 to 9123","386","11/05/2019","CAR515","Canadian Valley Landfill","Landfill Gas Capture/Combustion","Version 2.1","Shawnee","OKLAHOMA","US","","No","Element Markets Emissions, LLC","Environmental Benefit","On behalf of emissions associated with AASHE 2019",
"2006","CAR-1-US-515-4-334-OK-2006-442-9124 to 9242","119","11/05/2019","CAR515","Canadian Valley Landfill","Landfill Gas Capture/Combustion","Version 2.1","Shawnee","OKLAHOMA","US","","No","Element Markets Emissions, LLC","Environmental Benefit","Behalf of emissions associated w/travel for conf",
"2006","CAR-1-US-515-4-334-OK-2006-442-6012 to 6111","100","01/30/2014","CAR515","Canadian Valley Landfill","Landfill Gas Capture/Combustion","Version 2.1","Shawnee","OKLAHOMA","US","","No","Element Markets, LLC","On Behalf of Third Party","Retirement on behalf of Beneficio Ecologico",
"2006","CAR-1-US-515-4-334-OK-2006-442-6112 to 8737","2626","03/27/2014","CAR515","Canadian Valley Landfill","Landfill Gas Capture/Combustion","Version 2.1","Shawnee","OKLAHOMA","US","","No","Element Markets, LLC","Compliance Requirements","Retirement on behalf of Vanden Properties",
"2006","CAR-1-US-424-4-289-NY-2006-216-1 to 45553","45553","06/16/2015","CAR424","Chautauqua County","Landfill Gas Capture/Combustion","Version 2.0","Ellery, New York","NEW YORK","US","","No","CE2 Carbon Capital LLC","On Behalf of Third Party","Retired on behalf of Turner Real Estate Investment",
"2006","CAR-1-US-102-1-102-CA-2006-104-1 to 4","4","07/15/2008","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","Environmental Benefit","operations",
"2006","CAR-1-US-102-1-102-CA-2006-104-5 to 534","530","03/27/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of Lundberg Family Farms",
"2006","CAR-1-US-102-1-102-CA-2006-104-50005 to 62004","12000","11/19/2010","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","Direct Energy Business Marketing LLC","Other","Retail sales of offsets and carbon neutral gas",
"2006","CAR-1-US-102-1-102-CA-2006-104-77005 to 77017","13","03/27/2020","CAR102","Garcia River Forest","Conservation-Based Forest Management","Version 2.1","Mendocino County","CALIFORNIA","US","","No","The Conservation Fund","On Behalf of Third Party","retired on behalf of Lundberg Family Farms",
